Gene	Num
MCM2	1
PPL	1
LRBA	1
RFWD2	1
SUPT5H	1
LENG9	1
SNX8	1
NBPF10	1
TMEM5	1
RRAS	1
GLB1L2	1
RCC2	1
SEC62	1
KCNS2	1
TTLL12	1
ZBTB39	1
OBSL1	1
NLRP13	1
FEZF2	1
PRKG2	1
FBXL2	1
MTMR8	1
ZNF136	1
SLC33A1	1
RALGPS1	1
MFN1	1
SRR	1
CNTNAP4	1
SSX7	1
CELSR3	1
GTF3C1	1
IGFL1	1
ARHGEF6	1
SETD3	1
GRIK5	1
ANO3	1
JPH1	1
PLA2G3	1
PTPN14	1
ITIH6	1
ELF4	1
KNOP1	1
ACADS	1
SYNJ1	1
FAM122B	1
BBX	1
PABPC3	1
ZNF155	1
SLC52A3	1
B3GALT5	1
NCAPG	1
PDGFRB	1
MAP6	1
C2orf78	1
TCHHL1	1
GRAMD3	1
UBE2H	1
ZNF180	1
BRPF1	1
C1orf105	1
ABCA9	1
ACO1	1
VASH2	1
ZNF592	1
NUP98	1
JMJD1C	1
WNK2	1
DHX8	1
RSL1D1	1
CDK11A	1
MRPL9	1
TAF1L	1
NR1D2	1
ERCC1	1
USP25	1
EIF2AK4	1
TMEM55A	1
BFAR	1
SMC5	1
L3MBTL1	1
HCN1	1
RYR2	1
XIRP1	1
WNK3	1
FLT1	1
SMTN	1
NR1D1	1
DOCK3	1
LILRB2	1
NBPF15	1
FCGRT	1
KIF5A	1
RNF220	1
DOK7	1
NPC1L1	1
ZNF827	1
DHX15	1
ARAP2	1
CDV3	1
KRTAP4-2	1
NLRP8	1
RYR3	1
MYLK	1
FBXO6	1
SMC6	1
TCEAL4	1
RSPO4	1
PHACTR1	1
GLIS3	1
TRAF1	1
CCS	1
SUGP2	1
DPYSL3	1
LRRIQ4	1
CEP290	1
RPA4	1
GCN1L1	1
ANO2	1
PNMA2	1
IMMP2L	1
CEP85	1
SYNJ2	1
ALG12	1
ACTBL2	1
CASP3	1
SLC2A4	1
HINT3	1
PRAMEF17	1
DISP1	1
STX7	1
NBPF11	1
PGM3	1
DAB2IP	1
COX18	1
SLC35A5	1
FARP2	1
SLC43A1	1
CGN	1
ATG4C	1
CCL21	1
PGD	1
TMEM160	1
RBPJL	1
SPTBN1	1
PGBD1	1
MAN1B1	1
BCHE	1
ZNF622	1
HCK	1
PCDHGA8	1
OR4Q3	1
ACOT11	1
ZFP69B	1
THY1	1
ADCY2	1
DAB2	1
ZBED9	1
NUP210L	1
FGF8	1
OR10H1	1
PCDH20	1
PCDH7	1
PIK3CB	1
PLA2G4C	1
UNC45B	1
CYBB	1
GABRA4	1
CCDC60	1
CCDC155	1
KCNH7	1
SERPINB12	1
KCNK18	1
KHDRBS1	1
TUBA1A	1
LRCH3	1
POLA2	1
RBM11	1
ASB9	1
ADRBK1	1
PDK4	1
SLIT2	1
HIVEP1	1
CATSPERB	1
FAM124A	1
CD320	1
FGD6	1
PRKAB1	1
DUSP1	1
GPR156	1
IGLV3-25	1
CENPN	1
LINS	1
TLE6	1
CLPX	1
VPS41	1
ABCG4	1
EXOC7	1
LRRN4	1
ITIH1	1
PSG2	1
PGM2L1	1
FEM1A	1
ZNF836	1
OR2M3	1
FAT1	1
SMG6	1
SLC39A13	1
ITGA7	1
GPRIN1	1
ABCB6	1
JAKMIP2	1
SLC7A13	1
RNF123	1
GMCL1	1
ADAMTS16	1
CTIF	1
EED	1
ZNF197	1
TRPM8	1
CNOT4	1
SAGE1	1
SVEP1	1
ACACA	1
EPHA4	1
ITGA10	1
PPP1R18	1
ZNF687	1
ISLR	1
STK32A	1
FGD5	1
EVC2	1
AHNAK2	1
BANK1	1
CDYL2	1
CXorf21	1
ADAM30	1
SMG5	1
DAG1	1
SLC22A17	1
C17orf104	1
MX1	1
MNS1	1
DKKL1	1
PKD1L1	1
TAP2	1
MOCOS	1
CDH16	1
C11orf16	1
CXorf58	1
GNRHR	1
ICA1L	1
PHF1	1
PPP6R3	1
UTP3	1
TMPRSS13	1
CAND1	1
RBBP8	1
CADPS	1
RIMS1	1
GPATCH3	1
PCYT1A	1
ATOH1	1
SOX6	1
TF	1
IGSF9B	1
EFS	1
PLAA	1
YAE1D1	1
GTF2IRD1	1
ADGRG3	1
CTSS	1
PSMB10	1
AQP1	1
TAT	1
CCDC54	1
CSNK2A2	1
SCN3A	1
DENND2A	1
KLHL1	1
SCTR	1
KIAA1462	1
LIMD1	1
NLGN4Y	1
CPLX4	1
PPP1R10	1
NBPF8	1
SF3B4	1
DNAH11	1
CLEC4F	1
ADAM12	1
LPO	1
DVL2	1
G6PD	1
ZNF816	1
FURIN	1
SECISBP2L	1
CD164L2	1
ZNF229	1
CSTF2T	1
HSD17B1	1
SAMD10	1
ATG14	1
FSD2	1
IGSF9	1
ALMS1	1
RPL6	1
EZR	1
NLRP11	1
ADAT1	1
HYOU1	1
C22orf42	1
ZNF217	1
PHF3	1
TBX18	1
NRXN2	1
ZNRF4	1
CLCN5	1
RBM12B	1
CCKBR	1
HERC2	1
DMXL2	1
OCRL	1
OR6B2	1
C3orf67	1
CACNA1S	1
PSMD1	1
CFAP54	1
CCNF	1
SLCO5A1	1
GSPT1	1
NRXN1	1
ATAD5	1
CDH26	1
ACTL8	1
PRKCQ	1
SYNE2	1
SEPN1	1
EYA4	1
MSRB1	1
USP9X	1
HERC1	1
ADSSL1	1
CATSPER4	1
CLDN6	1
C1RL	1
OR2T10	1
SYVN1	1
FAM65C	1
PLEKHO2	1
NIPAL3	1
PIK3C2A	1
ADGRF4	1
SZT2	1
TEKT4	1
PRDX4	1
FBXO3	1
GPX2	1
ADCY3	1
RNF25	1
CDT1	1
IL1RL2	1
GCAT	1
ATG16L1	1
CALM3	1
ZCCHC7	1
TUBB8	1
LAMC3	1
TTLL8	1
TRIM48	1
RNF213	1
RFC3	1
NKX2-3	1
SESN2	1
CRYBB3	1
WDR7	1
DVL3	1
ATP6V0A2	1
CRHBP	1
KLHL2	1
RAB39B	1
TCF4	1
CASQ1	1
RCL1	1
CEP162	1
USP9Y	1
KIF21A	1
RHBG	1
MYF5	1
RFX2	1
TUBGCP6	1
ACTR5	1
RRP12	1
BTD	1
SIN3B	1
ACO2	1
MYL9	1
SUV420H2	1
CA1	1
KMT2A	1
MC3R	1
IFT80	1
CATSPERD	1
BTBD1	1
WNK1	1
F2RL1	1
CEP192	1
SLC18A2	1
DHCR24	1
FBXL19	1
PEAK1	1
ESCO2	1
KRTAP5-10	1
CLDN2	1
PCDHB16	1
RFX4	1
UQCC1	1
TMEM57	1
CPSF1	1
TMEM168	1
TFRC	1
PLSCR4	1
C7	1
DSCAML1	1
DLGAP5	1
NPHS2	1
CSF1	1
MGAT5B	1
DMTF1	1
CREBBP	1
PCGF2	1
TRAJ6	1
THRB	1
IQCF1	1
JPH2	1
EXOC3L2	1
SRSF2	1
PASK	1
IGDCC4	1
GPR176	1
PIEZO2	1
MAST2	1
TMEM8B	1
HIST1H2BC	1
PKM	1
TSHR	1
IL17RE	1
ALG13	1
MOAP1	1
ANO1	1
COL4A2	1
FAM212B	1
HOXA9	1
TNRC6C	1
FUT8	1
OR2Y1	1
CTF1	1
SLC6A13	1
SYNGAP1	1
BCO1	1
GPC4	1
H6PD	1
SLC25A44	1
CUBN	1
ZNF630	1
PIF1	1
TSC22D4	1
EMC1	1
PRR12	1
CCL11	1
CCDC171	1
ZNF14	1
ZNF839	1
SETD2	1
MS4A1	1
AARS	1
GNAI1	1
PUF60	1
VWF	1
OR5AP2	1
ITGB5	1
PRPF8	1
THRA	1
CCDC132	1
COL6A6	1
MAN2B1	1
GOLGB1	1
ENAH	1
STAT5B	1
MLH3	1
GAB4	1
TRNT1	1
CES2	1
ZNF367	1
ABI3BP	1
PDP2	1
PRDM9	1
OR2AG1	1
NLRC5	1
GLT8D2	1
RCSD1	1
LOXL2	1
DOCK1	1
CDH13	1
GK2	1
RFX3	1
ELAVL1	1
REV3L	1
PACS1	1
RBAK	1
NRAP	1
B4GALT5	1
DCAF8	1
SIGLEC11	1
SPACA1	1
IDO1	1
GCM2	1
TMEM139	1
ATG10	1
YBX2	1
SDSL	1
NEK3	1
